@RELATION 'BUG_CRASH'

@ATTRIBUTE Comment string
@ATTRIBUTE Class-Attribute {Crash,Bug,Other}

@DATA
'he uploading of expenses is problematic n one place it will upload  and pdf but in another it will not',Crash
'i wasnt able to forward my uber email receipts to be available as a receipt in concur lso  wish  could mass select receipts to add to the receipt gallery instead of selecting one by one then uploading',Crash
'ploading receipts is easy but should not be required when company card is used and record of transaction is automatically saved',Crash
'ot infinite spinner when attaching my receipt',Crash
'his  is pretty far up the list of the worst  have come across with the save operation taking multiple seconds to run and blocking the screen with a spinner he workflow is not optimized for how expense entry operates made worse by seemingly arbitrary icon usage he inability to view the data input screen and the receipt image at the same time is just ludicrous',Crash
'nitially the system worked very well with uploading items using the mobile app but had some issue trying to clear red flanges and some receipt disappearing',Crash
' love the drag and drop feature for loading receipts! wesome time saver!',Crash
'he automatic uploading of receipts from purchases made on your site is a big time saver thanks',Crash
'locked access for months due to new expat assignment',Crash
' like the app and software but it is very slow with uploadingitemization etc',Crash
'hen attaching receipts you can not see the receipt as when the cursor moves over the receipt icon it will disappear from the window',Crash
'hen uploading receipts  had to keep going back to receipts list and back into upload receipt',Crash
'he update to your app makes it extremely difficult to load receipts easily in bulk taking all pics and loading lso there is no scroll bar on the main window on your website so it is difficult to scroll',Crash
'ictures are loading better',Crash
'he system kept crashing and would not let me change the name of a vendor his occurred when  made a purchase at a hotel restaurant',Crash
'he picture upload on the mobile app keeps crashing randomly',Crash
'his is the worst app  have seen in my life othing works wellhe app freeze always doing simple tasks ou lost the information typed oftenit scuks',Crash
'retty good overall picture uploading of receipts is clunky and needs some work',Crash
'ould be quicker and easier if Concur had a read ability when uploading receipts which then auto filled relevant fields similar to business card apps linking to on line address books',Crash
'spinning wheel when m trying to see available receipts  so annoying',Crash
'when attaching petrol receipts keep getting exception message  the receipt does not attach and disappears from the gallery meaning  have to down load the receipt again which means it takes several attempts to complete my claim which is not acceptable also it would be much more convenient if on the quick expenses mileage section there was a repeat last row function as apart from the date and mileage the other information is the same for each trip ( when we used lobal xpenses they had this function which made completing claims much quicker )',Crash
'rashed half way through needed to reboot machine to complete',Crash
'make it for you dont have to have a lock on my phone so  can use it again it was so easy till they made u lock phone so  took it off now it a headache everytime',Crash
't took me four times to log in and out of the system because it keeps freezing up when  add a receipt hat should of taken me  minutes to enter two receipts took me  minutes o  rate it   !',Crash
'ploading the receipts online  in paper is much more work than seems needed',Crash
'he system was really slow and freezing',Crash
'  every mouse click gets a spinning wheel of  seconds',Crash
'ploading files is pathetic',Crash
'oo many glitches',Crash
'pplication froze when  tried to attach a receipt ad to close and restart Concur',Crash
'eceipts cannot be reviewed in allery they show but when magnified they would just lock up and say etrieving from erver  had to move them to a expense to see them a pain and time wasterserry llen',Crash
'system locked up during one on the expense entries  everything up to that point was saved',Crash
'please disappear from my life and never come back againyour system is really sucks!!',Crash
'please disappear from this planet asap',Crash
'ar too detailed and complicated he loading time between each screen is long ince you need to click from one screen to another many times all the times waiting for the page to load really add up',Crash
'ften when  take receipt images with the app and upload them several days later they have disappeared from the allery',Crash
'# nvoice disappear from the list when you adjust invoices receipts# t is compex to upload invoice from companies like ber hey send you an email afterwards and  need to make images from the computer screen s this invoices do not fit on  page  need to copy several images on a new screen so  can makecreate  new picture',Crash
'oading time of pages by far too slow',Crash
'ocs are uploading very fastly and nice user interface',Crash
'rocessing was very slow everal times it froze and had to close and open again',Crash
'expense software just locked up when  tried to browse for scanned receipts  had to shut down browser and log back in',Crash
'ouple  files not accepted for uploading ent them to receiptsconcurcom email  as well but they couldnt upload',Crash
'eed to improve on axi ill ploading here is always a red alert to add substitue bill instead of attaching actual ill o it is confusing and kindly change the settings',Crash
'eeps crashing on the website',Crash
'mage to ext recognition isnt great and d rather be able to edit entries organized as a spreadsheet so the page loading wasnt as cumbersome',Crash
'ebsite freezes when uploading receipts! nacceptable!',Crash
'he bottomright buttons like ave and ontinue are almost hidden and too smallould also make the input fields a bit bigger everything seems like px font size when px is bestpractice for accessibility  am in my twenties and find it too small  cannot imagine someone in their forties or fiftieshe comment section also seemed too small of a box it should have a  rows wo rows seemed crammed and was hard to scroll to view my whole commenthat aside  thought it was mostly clear on how to process my expenses and liked that you provided receipt uploadingpreview y only concern with it is that it is probably a requirement and you put it on a second tab eanwhile you have a ton of space below the xpense form fields',Crash
'ploading receipt images was not explained very clearly ie need to upload as part of expense line item as opposed to at the end of the report',Crash
'implicity is the best oading time need major improvement ptimize click button',Crash
'ost my receipts for this report when loading to the Concur app',Crash
't crashed twice when adding a  scanned',Crash
'Concur crashes a lot and its really annoying to use',Crash
'booking travel was easy loading receiptsitemizing was timeconsuming and not user friendly (hotel was originally an option but then told me it wasnt a valid transaction type so had to redo all three entries)',Crash
'got stuck while uploading a rec and would not let me back in  have to restart my computer',Crash
've submitted a similar report on  t appears to have disappeared and  have yet to have reimbursement hanks!',Crash
'here are aspects of the receipt uploading process that are not as intuitive as they might be or example  had exactly one line item and had uploaded one receipt image yet somehow the system still did not immediately understand these were to be paired when  hit the submit button',Crash
' was locked out of Concur for some time  am now able to log in and start submitting',Crash
'while uploading my receipt  was stuck in that loading screen too long that it timed out and i had to re do my expense report',Crash
'wful usability onstantly freezing and kicking me out of my login',Crash
'zero stars uploading receipts should be more automatic',Crash
'mmensely slow eeps crashing he uick xpenses option is the worst as you spend a big chunk of time adding similar expenses and it just crashes after everything',Crash
'o guide support available  obvious to findost of screen space is occupied by text not relevant to the task being done (ie very limited space to check previews of uploaded documents while half of the screen is used on general menu a tab titles etc)he ttaching  uploading document process was difficult to get used to to start with tried to group tickets to make it simpler and quicker but the system dont seem to be prepared for it or it is not obvious how to do it',Crash
'not all of my receipts are downloading from the app',Crash
' like uploading receipts it will take a little while to get used to new system',Crash
'sometimes the pictures do not populate and it locks up my system  really appreciate everyone in the disbursments group!',Crash
'he feature to look up the ogical ystem keeps crashing the system and forcing reboot',Crash
'hen somebody books through Concur the process should be automatically started to create a reimbursement report tineraries shouldnt have to be entered twice arnings should disappear once theyve been addressed he pick an approver step makes absolutely no sense with the limited list of choices',Crash
'till crashes at times',Crash
'he circular reloadingsaving icon every time  click something is downright annoying  just want to fill a simple form in one go',Crash
'aybe  am doing something wrong and there is a better way but why for the per diem do we have to acknowledge each day separately with the cost center akes a lot of loading and time x',Crash
'ot good  cannot add attendees to an expense! and the pp crashed multiple times',Crash
'system crashing too much',Crash
'ot clear how to proceed for nontravel related claims do you need to create a request or not lso why cant we just upload two or more receipts at once nd why do we have loading times for every single action',Crash
'mobile app is very slowcrashes all the time',Crash
'temizing hotel room charges particularly when the room rate varies from night to night can be made a little more user friendly to enterlso detaching a receipt image is sometimes difficult to do he detach receipt button can be placed in an easier to access locationome receipts have more than  charge on it which makes it difficult when you need to attach  receipt to multiple line items to do this it requires taking a screen shot of the receipt then saving a new copy of it and re uploading that new image here should be an easier way to duplicate a receipt image all within Concur',Crash
'eceipts are an issue as duplicate charges come up when downloading receipt images',Crash
'o roper rrangement made for oarding ass canned copies uploading under omestic ravel equest xpense settlement that under which xpense ype those should be ploaded ence uploading under onveyance',Crash
'here was some glitch with the ! staying set for a personal expense signed the permission to deduct funds from my paycheck  days agoand it still didnt register o  just clicked submit anyway and it worked this time',Crash
'ach new member should be given a  hour block of instruction on the use of this invoice system after his or her fist travel therwise the system works great',Crash
' found the software very flexible he interface is a little slow owever  think its due to our rowser we work on indows  and  version  lso our computers here are slower s new software ploading images for each receipt takes more time vs uploading all of them at once on the older system',Crash
'eedlessly complex uto adding new expenses to open expense report creates extra work especially since those expenses are not easily idenitfiable or example  booked three different trips for the month to get appropriate reservations etc utomatically loading them into the same report created confusiona nd extra work  better walkthruhelp system would',Crash
't is a glitchy system  am still trying to get used to it',Crash
'he claim was blocked when  uploaded one pdf showing all the receipts in one file ! have not had a problem with this in previous usage with Concur what is the problem ',Crash
'ery slow a lot of freezing up ery sensitive and frequently kicking me out of the report',Crash
'hen viewing the image of a receipt  xplorer sometimes crashes down',Crash
'fter uploading the receipts and assigning them to specific expense when  tryto retrieve the image its not showing t gives a pop up saying that system is trying to retrieve the receipt from mage server ut its time consuming',Crash
' app is a nightmare!  user friendly pin code cant be typed in without leaving the app not all categories for expenses are available eg city tax no scan and upload function no auto read function when uploading a new expense why are receipts not auto',Crash
'he temize section doesnt always work properly he last expense report  did  ended up doing it  times he downloading of the receipt was not right either  can see what ve uploaded and attached but it kept on telling me that it was not there even through when  click on it  can see it',Crash
'rouble at airport due to slow release of airfare tickets by travel agent ( hours) ill be booking direct through airline in future lso hotel expense not syncing with travel plans and xpenset app crashed a few times verall not a perfect trip',Crash
'nterface is so slow onstantly waiting for the blue circle to stop spinning',Crash
'temization can be confusing in the instruction blocks that pop up y receipt was for the end of my trip but the itemization started there and count on after for my room',Crash
'akes too long to enlarge images t was glitch overall',Crash
'love concur however have been having issues with receipt picture uploads directly to concur  photos disappearing after appearing to upload has happened several months now',Crash
'he mileage calculator occasional locks up when  try to save the transaction his frozen condition loses the addresses ve keyed in',Crash
'Concur crashes without warning requiring me to resubmit everything',Crash
'ould be nice to have the ravel llowance block highlighted as the first item to complete',Crash
'he application is not intuitive and loading times when going from one expense to the other are awfully long',Crash
'ystem seems to have bee updated ot as many glitches as last year hanks!',Crash
' had a glitch with a new report from my computer not syncing to my phone nd some charges were not matched he glitch was resolved in  hours',Crash
'rashes when upload receipt pics',Crash
'crashes when upload receipt',Crash
'any of my receipts were automatically associated with expenses where they didnt belong and some disappeared altogether',Crash
'ploading receipt images my dragging directly unto expense would be great',Crash
'rashed and forced me to restart my computer to access it t is extremely slow ot user friendly his platform needs a complete overhaul ot at all pleased asted multiple work hours just trying to please it',Crash
'ome screens are not loading properly in oogle hrome',Crash
' tried uploading a conference program and a conference registration receipt to the same expense as separate pdfs t looks like only one gets kept dd a list of files that have been attached to each expense',Crash
'ystem is working good only small glitch is on the mobile app you can set you most used allocation at the start of the report but you have to go into each transaction to say its % all of my expenses are %',Crash
'the app crashes when  take pictures of receipts',Crash
'ystem continually crashes',Crash
'your pp keeps crashing when loading images or selections of reciepts',Crash
'he new update to the expenses continues to crash when doing several expenses in a short period',Crash
'hen  upload receipt using google chrome its only loading need to refresh it and then attach it through page upload receipt',Crash
'ery slow and crashes often ery frustrating to create reports using your system  have had this trouble for  years so far',Crash
'eceipts would not upload Concur always seems difficult ploading receipts always seems to be the hardest part',Crash
'nbelievable amount of time it took to complete this expense report ame charge billed twice lost receipts from taking them on my phone then loading into the program ne good thing is that when it did find a receipt it automatically found charges to which to apply it',Crash
'uploading receipts is very problematic it can take several tries to get them uploaded',Crash
'Concur working well eed to get automatic receipts streamlined toemail user automatically aves time from taking picture of actual receipt and uploading',Crash
'the idea of taking a photo of a receipt and uploading it to make this easy would be great but it doesnt seem to work',Crash
't show that  have attached the receipt for exas oadhouse for  but when  go to check it is says it is uploading and will not show on screen f needed  can send you via email the receipt',Crash
'temization with car rentals is difficult to navigate he rental cost is auto populated to the report and there is nothing to itemize which blocks you from submitting the report',Crash
'he program is slow freezes and will not upload receipts',Crash
'glitchy ',Crash
't is  he site can sometimes be tedious and glitchy lso sometimes it can be a bit slow',Crash
'ould be a  star but the automation that required a receipt for baggage expense of  dollars probably used an hour and a half of my time to retrieve because a glitch in the vendors system',Crash
'verall the tool is okay but there are glitches in the system that sometimes makes it difficult to submit expenses',Crash
'ts very complicated to find the right options that wont block you ve been trying for  days now to book an expense of a team lunch and for me to obvious choice would be nontravel related but no expense type related with mealentertainment work with that',Crash
'ifficulties with uploading document',Crash
't made my  crash multiple times while working on concur',Crash
'efault prefilled fields are misleading using values from unrelated previous transactions onfusing xpenses disappearing then reappearing from expense report nable to match duplicate receipts crewing up conversion rate mart itemization giving a hard time ad to restart  times the same expense report as everything was screwed up',Crash
'usiness purpose should not have to be filled out for each expense f  go on a business trip the airfare hotel meals are all part of the same business purpose he inability to submit expenses for small amounts without a receipt as per company policy does not make sense  tip the shuttle bus driver a dollar for loading and unloading bags into the shuttle bus  dont see why  cant expense this without a receipt  cant possibly ask for a receipt',Crash
'kept crashing during usage',Crash
'ne problem  encountered is when  attached the receipt file the system cant be back by itself t is always frozen there',Crash
'hen matching items the exchange rate changes from the value  had typed in (what was used by my credit card) without telling me lso when matching with the ereceipt it freezes the exchange rate value which is unacceptable',Crash
'still having some issues when searching for an attendee sometimes it freezes and you have to hit save and then go back and open the expense again',Crash
'app freezing and unusable uickcreation expenses have no field for business purpose even though its a required field diocy',Crash
'he new revised uploading receipt via phone where it works out what it is does not allow the scanning of receipts to add to available receiptst creates a new expense every time and causes duplications when the purchase has been made by credit card and all  wanted to do was easily upload a scan form my phone as  was able to do in the past',Crash
'ould be a bit more user friendly especially when it comes to uploading of bills for food allowance',Crash
'ploading receipts is annoying f  am uploading a receipt there is a % chance  want to attach it to the current context',Crash
' ot user friendly litch because  paid for a conference  months in advance but couldnt be reimbursed until after the conference but yet had to do a workaround to let me submit it because my submission is over  days after my payment date',Crash
'ploading receipts is confusing and not helpful',Crash
'ploading expenses is a very cumbersome task the  is clunky and does not compliment the users intentions flow well roductive is not a word  would use to describe the overall user experience it should absolutely not take more than  minutes to get  expenses into the system',Crash
'low and receipt uploading takes ages',Crash
'till too many lock ups and blank stares when program is whirling to complete a simple action',Crash
'oftware is glitch  slow',Crash
'pp is very slow loading data',Crash
'here are too many duplicate options (like uploading receipts)  think things can still be far more streamlined and easier to understand visually',Crash
'ome things are very easy such as uploading receipt via mobile app ther common functions could be made far more intuitive articularly how to add receipt images to lodging itemizations lso it would be nice to be able to set certain defaults where the current default is never the actual case or example on the question as alcohol included this will be o in % of my expense reports yet  still have to select o n method of payment this defaults to ash which is  the case  always use my personal credit card ts just one more thing  have to click every time which should be able to be defaulted to the usual case   nice to have would be an integration with izero that matches dates of travel between the two system and imports the  for hotel and car reservations',Crash
'Concur service crashed while  was entering expenses',Crash
'eally slow and cumbersome taking picture & uploading each receipt for each individual claim item',Crash
'his seems like the most complicated system ever ay too many options to get wrong and the whole thing crashed the other day',Crash
'he page crashed when  hit the delete button on my keyboard (ie trying to remove text and retype) which was a surprise but other its working fine',Crash
'ery slow and keeps crashing',Crash
'ook multiple attempts to upload receipt of screenshot on afari browser t would get stuck uploading with no progress',Crash
'Concur server seemed to crash while  was creating report',Crash
'xceptions wont disappear even when conditions met (fuel eceipt for ileage) lso too fiddly to enter complex journeys',Crash
'ploading my own expense reports is not a good use of faculty time  would prefer this be done by secretarial support',Crash
'Concur is taking forever to upload receipts t is freezing up frequently and very frustrating',Crash
'ploadingattaching receipts to expenses in insanely time consuming here needs to be a more natural way to achieve this',Crash
'xpense receipt are loading but when attaching a local file the process is not completing on oogle hrome on ac  () have to reload the page and the receipt is attached after navigating to the xpense page again',Crash
'he interface and process is not intuitive  its far too complex for the process being undertaken oading a receipt as a claim for the purpose of adding mileage and a separate expense for the actual miles incurred is confusing and inefficient n the plus side  appreciate being able to upload receipts as  collect them so that  dont lose them',Crash
'ould not connect with cellphone app orced lock security on phone to even attempt to use cellphone app nhappy with the concur',Crash
'bsolutely horrible experience using Concur t took me an hour and  minutes to submit  receipts very time you click any field the screen freezes for  seconds so this took for ever bsolutely brutal',Crash
' had an issue with the app  receipts failed to upload hen  try to initiate the upload manually it sits on uploading # forever hese receipts just display as all black in the app m not sure what happened to the photos  took but luckily  saved the physical receipts',Crash
'he mobile ndroid version has a lot of glitch ad to abandon the app and come to the website to submitt this report or some reason  could not select the s alcohol included in this receipt option in my mobilehanks!',Crash
'ts a nice platform m surprised at the amount of times  wind up with a double expense  it has to save before  add a photo then it saves again ometimes it hangs and spins then  open in another tab and the action is complete while first tab is still spinning here has got to be some optimization that can be done for a smoother experience',Crash
'ultiple problems in uploading documents  initially report failed to save (without any feedback) and later had to upload the same documents multiple times',Crash
'ystem crashed twice while  was attempting to load receipts ther than that issue system is relatively user friendly',Crash
'obile pp doesnt load all the necessary programs and the website is terrible on mobile devices (things disappear from the screen keyboard keeps popping up to type pop up screens appear off to the side and i cant scroll to them etc)',Crash
' tried to fax the receipts twice oth times my fax machine indicated the transfer completed but the images did not show up on the Concur page  was able to work around this by scanning the images and uploading them instead',Crash
't was difficult  could not include all of my expenses because of system glitch',Crash
'#',Crash
'ebsite crashed  times while  prepared these expenses therwise great website',Crash
'ad trouble attaching receipts after uploading manually esolved issue after dragdrop they attached automatically',Crash
'aste of time keeps locking up redundant eeds improvement',Crash
'Concur pp (i) uploading receipts from email () never works goes to upload receipt area and freezes lso when it says  of  to upload in the queuing area you touch the upload button and nothing happens  just says uploading  of  and hangs foreveret you close the app and try again to upload to receipt store and then it works',Crash
'he changes to uploading receipts is useless and causing more work  can not longer take pictures and attached the receipts the same way o back to the way it was',Crash
'ystem crashed multiple times today while trying to complete my expense report painful not sure what is wrong with the website ve experienced this before',Crash
'he drag and drop of receipts is nice retty easy to use but it freezed up on me a few times while creating my expense report',Crash
'need group receipt uploading',Crash
'eems very easy to use with very little glitches',Crash
'mobile app not uploading reeipts',Crash
'ew app is awful with this xpense canner classifies wrongly then does not upload as a receipt ou have to use the  to expense report which fails  out of  times for  item and keep reloading the website to get attachments hat have you done!',Crash
'ploading several receipts could be made more efficiently  believetherwise all good!',Crash
' am having several issues with uploading receipts and images to report',Crash
'lease make the curse on the tip itemization page stay in that field when we go to the itemization t goes there then disappears',Crash
'image uploading is slow photos disappear not reliable for entering information',Crash
'here is a glitch with concur that added a $ charge in my expense report  called merican express and they told me  did not have that charge on my redit card deleted this out of my report',Crash
'slow and sometime the expense type list freezes up',Crash
'our receipt upload process is pretty messed up hen  upload a receipt it always hangs ( uploaded receipts  times and every single time gives me the spinner of death) m using a newish macbook pro with the latest chrome his is a  user experience',Crash
'allocation interface is very poorly designed and glitch the entire program is   to load ',Crash
'obile app has gotten easier to use for uploading pictures',Crash
'he program still has glitchesa date with double and it takes time to delete',Crash
' have a feeling that for silly reasons the expense is getting rejectedhis is putting us in to trouble and huge amount is getting blocked',Crash
'very trouble for uploading and input info for every ticketnot smart',Crash
'hese were some older charges that were blocking my expenses fter talking to   am making it nonreimbursable since these are for the travel dates that  didnt go onsite',Crash
'multiple pdfs when uploading receipts (ie for the at a glance)',Crash
'hone app kept crashing when attaching receipts',Crash
'till one of (if not our best system) ittle disappointed the phone app became fairly slow and unresponsive t used to only take seconds to enter individual expenses ow  have to use my computer for everything except uploading receipts here was an app maintenance weekend last weekend  believe but it doesnt seem to be helping now (after it initially was)',Crash
'he app crashes constantly and is annoying',Crash
'errible system o help available ut in  hours to try to get reimbursed fro $ for personal car usage o one in management knows what correct ockheed code  should enter for this aybe not the fault of Concurs',Crash
'hould be able to select multiple files at once when uploading receipts id not receive adequate training from employer to understand which financial codes to be using xceptions that prevent you from submitting report are difficult to understand and resolve xpense type  needed was not available as an option',Crash
'nitially putting in the charge number was a bit glitchy',Crash
'ploaded receipts from app disappear',Crash
' think  found a glitch   airport wont up when  type  into the airport input field (departure or arrival)   have to type os ngeles  airport does something even weirder he other airports seem to pull up just fine when  use their airport code or city name',Crash
'verall works well and integrations with key players (such as ber) really helps out ndroid pp crashes with each use but havent lost anything important lso web is a bit clutteredunfriendly (accidentally deleted my report while trying to delete an expense) but since xpenses themselves were saved it was a minor annoyance',Crash
'very cumbersome with loading reciepts entering information for each etc',Crash
'when attaching receipts the web page goes grey (no input allowed) with a spinner showing ou have to reload the page then go back to your expense report',Crash
'ystem is  oo slow in loading each field for each item',Crash
'ero stars Concur not compatible with ihone  canning and uploading receipts is timeconsuming cademic time better spent teaching and carrying out research',Crash
'hen  uploaded my receipts the majority disappeared t is extremely frustrating!',Crash
'his is perhaps the ugliest interface  have ever had to deal with in my life is confusing as claims and expenses and everything seem incredibly redundant and it freezes everytime  upload a receipt so  have to refresh the page',Crash
' have many problems with Concur ight now m trying to book a hotel and the whole app is frozen',Crash
'here was a glitch in the system which created a late fee ate fee needs to be waived ill be working with iti bank',Crash
'trocious implementation isappearing text alues in fields even with perfect matches often fail to show up in searchesfilters nclear scope for some fields nterrupting user interaction with animations that often fail verall  a terribly frustrating experience',Crash
'ery ery ery low rashed everal imes',Crash
'uggestion  xpenses spend through company credit card and already adjustment has been done with  need to disappeared from concur ut its still showing t the same time expenses like late payment of credit card are visible on concur need to be adjusted',Crash
'some attachments disappear such as receipts sign in sheets and information inputted into eeva',Crash
'ay easier to just turn in paper receipts he downloading process is atrocious',Crash
'xpensit is grossly inaccurate ploading receipts is inconsistent  save  receipt which makes the process even more intensive than just submitting the receipts!',Crash
'ery good clear and fast downloading',Crash
'uploading the images one by one and linking to each expense is very slowt should be possible to make it as a batch grouping all images for all expenses',Crash
'his is excluding per diems for   uploading as separate report shortly',Crash
'reat functionality but it crashed once',Crash
' dont understand why usiness urpose seems to default to previouslyused text for unrelated transactions (with different supplier etc) pp crashes on assigning receipt from allery',Crash
'he system is so glitchy it is the most frustration system  have ever worked with',Crash
'Concur freezes often throughout doing reports',Crash
'ystem works however it is pretty clunky to use  ould love the ability to select multiple files to upload at the same time  doesnt appear to be working super well expenses arent autopopulating with any information ad a page crashtimeout on me when saving my first expense ad to reload the browser ad to fudge the itemizaton breakdown for my hotel costs he cost per night ended up being a fractional number (eg  * ) which required me to modify one of the nights down by $',Crash
'here needs to be an option for submitting cross charges to a ost enter outside of the locked ompany ode',Crash
'temizing is not understood uploading receipts is time consuming',Crash
's there a way to attach a eceipt file to multiple expenses at a time instead of uploading them individually for every receipt',Crash
'ploading of receipts is inconsistent and has to be done multiple times quite often',Crash
'asy uploading of receipts and entry',Crash
's  work with the system  like it more inor issues  have are when  upload a receipt the program locks up and  have to reopen it also  am typically asked up upload a copy of my timecard and the system refers to a dropdown on the front page that  have not found',Crash
'pp kept crashing so took a long time to load receipt images',Crash
'ingle ign on doesnt work and locked out my account obile pp didnt like my password even when  know  had right password',Crash
't takes long time to submit each exps claim ystem is not fast enough ore time wasted on uploading receipts',Crash
'ts  oading new employees into the attendees section is not as easy to use an  would like',Crash
'the app keeps crashing and has for months',Crash
'uploading receipts is slow',Crash
'ometimes it freezes up and gets slow ost of the time its great',Crash
'ultiple issues uploading receipts to link with amex charge',Crash
'tried to forward receipts  minutes later they are still not in system downloaded receipts to hard drive and pasted into concur that worked now trying to do nightly allocations of hotel costs and concur is simply spinning ad to reload concur for rd time and reenter information',Crash
'ever return when uploading receipt image but actually its already uploaded',Crash
' am unable to see one of my receipts in the receipts library however it is attached to the actual expense  am not sure why it is not uploading in the receipts library',Crash
'ystem very slow  it also locked me out had to reboot ',Crash
'ish  could give this program  stars sing concur has killed production of my team here seems to be a lot of glitches in this system  echnologies wasted a lot of money on this',Crash
'uploading receipts doesnt work well sometimes have to refresh to see if receipt uploaded',Crash
'eceipt viewing is not well implemented  needed to check images & the image viewer server is slow or at times never finished and downloading to pdf is cumbersome and unnecessary lso receiptsconcurcom didnt always process my transactions in a time efficient manner',Crash
'rashed!hen was telling me  had no services available under my user name ven though  was doing an expenseomehow itemised an expense so was arguing about p hich  couldnt see how to remove so had to start againont let me add a toll charge without receipt even though o receipt selected)',Crash
'ttach of receipt is very tedious keep uploading the same document wiht a batch of receipts',Crash
't has taken several attempts to successfully complete and submitthis report especially uploading receipts',Crash
'eceipts uploading is slow t doesnt show me the upload is complete  need to refresh and then can see the receipt in the image library',Crash
'eally happy with the new clear warning regarding when the website is down lso the app performed exceptionally well this time when uploading recepits',Crash
'ploading of receipts still a bit clunky',Crash
'he mobile app crashes constantly beginning at startup (i) ven worse  cant even delete a receipt from an expense via the web app or the mobile app  which resulted in me also not being able to submit an affidavit',Crash
'so slowtook me over  hours to complete which is absolutely ridiculous oading screen anytime you touch any expense bsolutely miserable experience',Crash
'frequently used addresses keep disappearing',Crash
'oncor crashed on nternet explorer',Crash
'just keep the lockups to a minimum',Crash
'eceipt upload from computer not always working maged get cut off and  have to keep reloading',Crash
'just signed up for the app and uploading expenses is much easier with the ! thanks!',Crash
'ystem crashed on   need a calculator to work out taxes and room rates oo many boxes to fill in',Crash
'eport submitted several days late due to being locked out of hift and Concur',Crash
'was confused by the block for authorization number would have been less confusing if it were clear that a trip authorization was not needed for membership professional license transactions',Crash
'very inflexible for both simple and unusual expenses o many times you have to click a button and wait for a loading time quick expenses is a useless feature as it creates more exceptions than it helps resolve so quicker to do them manually one at a time',Crash
'pp is crashing all the time need a way to just upload an image without doing all kind of odd stuff',Crash
'ow can  clear cash advances when concur  crashes when  try and handle them his is not fit for purpose for cash advances',Crash
'llocating nights at a hotel where the room charges are different on different nights is awkwardometimes the system blocks me from claiming daily rate for per diem when  should be able to claim his seems to be related to the way trips are allocated and differently expensed',Crash
' dont like that the exception flag doesnt disappear when  add a comment for duplicate charges  often get multiple  charges for amex travel',Crash
'would be nice to upload  screenshot of my  months of phone billsrather than uploading the same   times',Crash
'onstant problems moving transactions into a report   always have to do it  times in various ways to get them to move eventually lso have had recurring problems with my transactions loading (sometimes they never load) and thus have to enter charges manually',Crash
'he  is terriblet requires too many clicks to perform simple operationsonfirmation boxes should not be used t changes focus requires loading time and is jarringhe interface does not guide the user through the required steps it almost seems to obscure them',Crash
'very hard time downloading attachment',Crash
' get a spinning wheel any time  so much as breathe in this application too slow',Crash
'our uploading process is confusing  would expect uploads to show up under available receipts first',Crash
't was a wood chopping experience the first go round but should be easier as we move forward and do not have to do a months worth of uploading',Crash
'ove the app! akes uploading receipts far easier',Crash
'very time  upload a receipt image the website shows the uploading image indefinitely  it never returns ventually if  reload the page in the browser the receipt may or may have uploaded hen  tried two at once it failed',Crash
'still poor  today it will only work in internet explorer  in chrome it locks',Crash
' think the ate lock should not uto populate',Crash
'too many glitchs for the same type expenses some want itemized some dont t wont allow multiple names in business meeting meals only allows the person making report t often does save with all the info until you play with other categories and then back to the correct one many times  usually like updates but this one is awful and makes it take more than x the old system to file expenses',Crash
'very confusing set up and hard to know if youre doing the right thing uploading documents',Crash
'obile app doesnt support travel requestsxpenset often has trobule loading',Crash
'mpossibly slow for uploading receipts through phone connection',Crash
'eed to make the process of uploading receipts more clear ne page told me to email the receipt then another page told me to just upload the receipt',Crash
't took me over  hours to do this because it kept crashing on my phone and laptop',Crash
'ot that easy to navigate at times it gets frozen and does not save information',Crash
'roze alot',Crash
'disappointed with functionality of adding attendees to event could not add a non employee without the screen getting frozen',Crash
'enerally rustrating pp kept crashing on my ne hone ast week',Crash
'e uploading when saving is very long',Crash
'default city is wrong receipts added disappear and must be readdedapp is not allowing add expense half way through report must close and reopen to see and access',Crash
'uch time for uploading the invoice pictures',Crash
' am torn with the assessment  the system is quite elegant and very nice to use  the issue is it kept on freezing and resetting and copying expenses so things had to be done multiple times therwise  would have given concur  stars',Crash
'the process for uploading receipts seems to change',Crash
'he website is not quite user friendly and crash mid entering report',Crash
'app keeps crashing on i device',Crash
'ood  however it takes a bit of time to become familiar with the uploading of individual items',Crash
'eports are not sorted by date xcel export would be nice hen servicing a message should be shown and not let the ihone and nternet app just crash aused issues with receipts redit ard import in  is a big thing because that will save me lots of time verage solution at this moment',Crash
'xpense uploading takes too long  too much details to put in especially for the hotels ot user friendly',Crash
'very crashy firsttime experience',Crash
'his process is inordinately long and complicated henever  tried attaching a scanned receipt the application froze and everything needed to be done twice',Crash
' do not like the way hotel and airfare are found  need to be within blocks in some locations and  have to find the hotel on my own and then go through  screens to find the closest hotel he same with airfare ou make it too difficult to find the best flights by time',Crash
'lower log on time today and app froze once for two minutes',Crash
'he app is fairly easy to use but sometimes when  enter comments or data in fields if  dont wait long enough before moving to the next screen it disappears',Crash
'it is not very straight forward and freezes often',Crash
'oth my & phone and my personal cell phones would not allow me to login to the system elling me that  am locked out y iac based usage seems to work quite well though',Crash
'fine just having issues uploading when using my camera',Crash
